Name,GeoID,Total,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP
"Greenlee County, Arizona",05000US04011,3292.0,412.0,2880.0
"Greensville County, Virginia",05000US51081,3264.0,535.0,2729.0
"Greenup County, Kentucky",05000US21089,14309.0,2360.0,11949.0
"Greenville County, South Carolina",05000US45045,173082.0,17971.0,155111.0
"Greenwood County, Kansas",05000US20073,2944.0,291.0,2653.0
"Greenwood County, South Carolina",05000US45047,26508.0,4000.0,22508.0
"Greer County, Oklahoma",05000US40055,2221.0,357.0,1864.0
"Gregg County, Texas",05000US48183,45290.0,5415.0,39875.0
"Gregory County, South Dakota",05000US46053,1983.0,191.0,1792.0
"Grenada County, Mississippi",05000US28043,8766.0,1348.0,7418.0
"Griggs County, North Dakota",05000US38039,1086.0,86.0,1000.0
"Grimes County, Texas",05000US48185,8433.0,1264.0,7169.0
"Grundy County, Illinois",05000US17063,18297.0,1519.0,16778.0
"Grundy County, Iowa",05000US19075,5075.0,291.0,4784.0
"Grundy County, Missouri",05000US29079,4335.0,464.0,3871.0
"Grundy County, Tennessee",05000US47061,5259.0,1374.0,3885.0
"Guadalupe County, New Mexico",05000US35019,1472.0,253.0,1219.0
"Guadalupe County, Texas",05000US48187,44554.0,4454.0,40100.0
"Guánica Municipio, Puerto Rico",05000US72055,6058.0,3063.0,2995.0
"Guayama Municipio, Puerto Rico",05000US72057,14726.0,5317.0,9409.0
"Guayanilla Municipio, Puerto Rico",05000US72059,6504.0,3047.0,3457.0
"Guaynabo Municipio, Puerto Rico",05000US72061,34818.0,7014.0,27804.0
"Guernsey County, Ohio",05000US39059,15913.0,2788.0,13125.0
"Guilford County, North Carolina",05000US37081,192064.0,22564.0,169500.0
"Gulf County, Florida",05000US12045,5385.0,546.0,4839.0
"Gunnison County, Colorado",05000US08051,6351.0,348.0,6003.0
"Gurabo Municipio, Puerto Rico",05000US72063,13107.0,3126.0,9981.0
"Guthrie County, Iowa",05000US19077,4734.0,373.0,4361.0
"Gwinnett County, Georgia",05000US13135,262169.0,18794.0,243375.0
"Haakon County, South Dakota",05000US46055,750.0,34.0,716.0
"Habersham County, Georgia",05000US13137,15055.0,1217.0,13838.0
"Haines Borough, Alaska",05000US02100,1176.0,140.0,1036.0
"Hale County, Alabama",05000US01065,5858.0,1274.0,4584.0
"Hale County, Texas",05000US48189,11707.0,1986.0,9721.0
"Halifax County, North Carolina",05000US37083,21517.0,5733.0,15784.0
"Halifax County, Virginia",05000US51083,14533.0,2447.0,12086.0
"Hall County, Georgia",05000US13139,60939.0,6456.0,54483.0
"Hall County, Nebraska",05000US31079,21975.0,2369.0,19606.0
"Hall County, Texas",05000US48191,1402.0,225.0,1177.0
"Hamblen County, Tennessee",05000US47063,24645.0,4773.0,19872.0
"Hamilton County, Florida",05000US12047,4441.0,1067.0,3374.0
"Hamilton County, Illinois",05000US17065,3470.0,390.0,3080.0
"Hamilton County, Indiana",05000US18057,98959.0,2829.0,96130.0
"Hamilton County, Iowa",05000US19079,6542.0,639.0,5903.0
"Hamilton County, Kansas",05000US20075,1071.0,64.0,1007.0
"Hamilton County, Nebraska",05000US31081,3396.0,222.0,3174.0
"Hamilton County, New York",05000US36041,2303.0,79.0,2224.0
"Hamilton County, Ohio",05000US39061,325766.0,40402.0,285364.0
"Hamilton County, Tennessee",05000US47065,134030.0,18500.0,115530.0
"Hamilton County, Texas",05000US48193,3024.0,246.0,2778.0
"Hamlin County, South Dakota",05000US46057,2008.0,133.0,1875.0
"Hampden County, Massachusetts",05000US25013,177954.0,34497.0,143457.0
"Hampshire County, Massachusetts",05000US25015,58921.0,4466.0,54455.0
"Hampshire County, West Virginia",05000US54027,10331.0,737.0,9594.0
"Hampton city, Virginia",05000US51650,52667.0,5211.0,47456.0
"Hampton County, South Carolina",05000US45049,7248.0,1401.0,5847.0
"Hancock County, Georgia",05000US13141,2970.0,559.0,2411.0
"Hancock County, Illinois",05000US17067,7977.0,751.0,7226.0
"Hancock County, Indiana",05000US18059,25803.0,1734.0,24069.0
"Hancock County, Iowa",05000US19081,4778.0,452.0,4326.0
"Hancock County, Kentucky",05000US21091,3309.0,380.0,2929.0
"Hancock County, Maine",05000US23009,23649.0,2793.0,20856.0
"Hancock County, Mississippi",05000US28045,17166.0,2491.0,14675.0
"Hancock County, Ohio",05000US39063,30425.0,2645.0,27780.0
"Hancock County, Tennessee",05000US47067,2938.0,976.0,1962.0
"Hancock County, West Virginia",05000US54029,13149.0,1898.0,11251.0
"Hand County, South Dakota",05000US46059,1555.0,93.0,1462.0
"Hanover County, Virginia",05000US51085,36489.0,1642.0,34847.0
"Hansford County, Texas",05000US48195,1895.0,192.0,1703.0
"Hanson County, South Dakota",05000US46061,1132.0,45.0,1087.0
"Haralson County, Georgia",05000US13143,10626.0,1753.0,8873.0
"Hardee County, Florida",05000US12049,7850.0,1423.0,6427.0
"Hardeman County, Tennessee",05000US47069,8798.0,2120.0,6678.0
"Hardeman County, Texas",05000US48197,1692.0,245.0,1447.0
"Hardin County, Illinois",05000US17069,1856.0,373.0,1483.0
"Hardin County, Iowa",05000US19083,7155.0,549.0,6606.0
"Hardin County, Kentucky",05000US21093,37883.0,4495.0,33388.0
"Hardin County, Ohio",05000US39065,11692.0,1275.0,10417.0
"Hardin County, Tennessee",05000US47071,10538.0,2412.0,8126.0
"Hardin County, Texas",05000US48199,20204.0,2722.0,17482.0
"Harding County, New Mexico",05000US35021,300.0,23.0,277.0
"Harding County, South Dakota",05000US46063,515.0,34.0,481.0
"Hardy County, West Virginia",05000US54031,4829.0,383.0,4446.0
"Harford County, Maryland",05000US24025,89260.0,5262.0,83998.0
"Harlan County, Kentucky",05000US21095,10642.0,2885.0,7757.0
"Harlan County, Nebraska",05000US31083,1525.0,134.0,1391.0
"Harmon County, Oklahoma",05000US40057,1159.0,199.0,960.0
"Harnett County, North Carolina",05000US37085,40262.0,4960.0,35302.0
"Harney County, Oregon",05000US41025,3290.0,688.0,2602.0
"Harper County, Kansas",05000US20077,2660.0,179.0,2481.0
"Harper County, Oklahoma",05000US40059,1542.0,45.0,1497.0
"Harris County, Georgia",05000US13145,11321.0,715.0,10606.0
"Harris County, Texas",05000US48201,1391103.0,143426.0,1247677.0
"Harrisonburg city, Virginia",05000US51660,15179.0,1629.0,13550.0
"Harrison County, Indiana",05000US18061,14539.0,1586.0,12953.0
"Harrison County, Iowa",05000US19085,6004.0,523.0,5481.0
"Harrison County, Kentucky",05000US21097,7172.0,1010.0,6162.0
"Harrison County, Mississippi",05000US28047,69384.0,8608.0,60776.0
"Harrison County, Missouri",05000US29081,3482.0,479.0,3003.0
"Harrison County, Ohio",05000US39067,6298.0,974.0,5324.0
"Harrison County, Texas",05000US48203,23423.0,3199.0,20224.0
"Harrison County, West Virginia",05000US54033,27696.0,4551.0,23145.0
"Hart County, Georgia",05000US13147,9617.0,1148.0,8469.0
"Hart County, Kentucky",05000US21099,6892.0,1528.0,5364.0
"Hartford County, Connecticut",05000US09003,348438.0,39488.0,308950.0
"Hartley County, Texas",05000US48205,1727.0,42.0,1685.0
"Harvey County, Kansas",05000US20079,13137.0,1008.0,12129.0
"Haskell County, Kansas",05000US20081,1397.0,56.0,1341.0
"Haskell County, Oklahoma",05000US40061,4734.0,815.0,3919.0
"Haskell County, Texas",05000US48207,2544.0,508.0,2036.0
"Hatillo Municipio, Puerto Rico",05000US72065,13208.0,5941.0,7267.0
"Hawaii County, Hawaii",05000US15001,64270.0,9224.0,55046.0
"Hawkins County, Tennessee",05000US47073,23707.0,4248.0,19459.0
"Hayes County, Nebraska",05000US31085,443.0,37.0,406.0
"Hays County, Texas",05000US48209,52717.0,3553.0,49164.0
"Haywood County, North Carolina",05000US37087,26659.0,2880.0,23779.0
"Haywood County, Tennessee",05000US47075,7199.0,1938.0,5261.0
"Heard County, Georgia",05000US13149,4364.0,1152.0,3212.0
"Hemphill County, Texas",05000US48211,1573.0,99.0,1474.0
"Hempstead County, Arkansas",05000US05057,8719.0,1392.0,7327.0
"Henderson County, Illinois",05000US17071,3155.0,295.0,2860.0
"Henderson County, Kentucky",05000US21101,18652.0,2602.0,16050.0
"Henderson County, North Carolina",05000US37089,45180.0,3578.0,41602.0
"Henderson County, Tennessee",05000US47077,10733.0,2030.0,8703.0
"Henderson County, Texas",05000US48213,30552.0,3573.0,26979.0
"Hendricks County, Indiana",05000US18063,51624.0,1691.0,49933.0
"Hendry County, Florida",05000US12051,11013.0,2074.0,8939.0
"Hennepin County, Minnesota",05000US27053,475737.0,40200.0,435537.0
"Henrico County, Virginia",05000US51087,122919.0,9019.0,113900.0
"Henry County, Alabama",05000US01067,6783.0,1056.0,5727.0
"Henry County, Georgia",05000US13151,68128.0,5656.0,62472.0
"Henry County, Illinois",05000US17073,20467.0,1478.0,18989.0
"Henry County, Indiana",05000US18065,18837.0,2505.0,16332.0
"Henry County, Iowa",05000US19087,7625.0,1101.0,6524.0
"Henry County, Kentucky",05000US21103,6023.0,1279.0,4744.0
"Henry County, Missouri",05000US29083,9458.0,1610.0,7848.0
"Henry County, Ohio",05000US39069,11110.0,1209.0,9901.0
"Henry County, Tennessee",05000US47079,13231.0,2461.0,10770.0
"Henry County, Virginia",05000US51089,22871.0,3732.0,19139.0
"Herkimer County, New York",05000US36043,26470.0,4134.0,22336.0
"Hernando County, Florida",05000US12053,70809.0,7694.0,63115.0
"Hertford County, North Carolina",05000US37091,8994.0,2262.0,6732.0
"Hettinger County, North Dakota",05000US38041,1073.0,88.0,985.0
"Hickman County, Kentucky",05000US21105,1983.0,220.0,1763.0
"Hickman County, Tennessee",05000US47081,8948.0,1688.0,7260.0
"Hickory County, Missouri",05000US29085,4301.0,855.0,3446.0
"Hidalgo County, New Mexico",05000US35023,1621.0,289.0,1332.0
"Hidalgo County, Texas",05000US48215,209796.0,66582.0,143214.0
"Highland County, Ohio",05000US39071,16841.0,3047.0,13794.0
"Highland County, Virginia",05000US51091,1110.0,100.0,1010.0
"Highlands County, Florida",05000US12055,39970.0,4695.0,35275.0
"Hill County, Montana",05000US30041,6069.0,779.0,5290.0
"Hill County, Texas",05000US48217,13231.0,1787.0,11444.0
"Hillsborough County, Florida",05000US12057,463425.0,52515.0,410910.0
"Hillsborough County, New Hampshire",05000US33011,153471.0,12437.0,141034.0
"Hillsdale County, Michigan",05000US26059,17617.0,2481.0,15136.0
"Hinds County, Mississippi",05000US28049,88159.0,15592.0,72567.0
"Hinsdale County, Colorado",05000US08053,322.0,18.0,304.0
"Hitchcock County, Nebraska",05000US31087,1350.0,155.0,1195.0
"Hocking County, Ohio",05000US39073,11491.0,1761.0,9730.0
"Hockley County, Texas",05000US48219,8147.0,1041.0,7106.0
"Hodgeman County, Kansas",05000US20083,781.0,57.0,724.0
"Hoke County, North Carolina",05000US37093,14808.0,2432.0,12376.0
"Holmes County, Florida",05000US12059,6761.0,1227.0,5534.0
"Holmes County, Mississippi",05000US28051,6603.0,1887.0,4716.0
"Holmes County, Ohio",05000US39075,12261.0,844.0,11417.0
"Holt County, Missouri",05000US29087,2199.0,194.0,2005.0
"Holt County, Nebraska",05000US31089,4269.0,263.0,4006.0
"Honolulu County, Hawaii",05000US15003,307248.0,25355.0,281893.0
"Hood County, Texas",05000US48221,20916.0,1770.0,19146.0
"Hood River County, Oregon",05000US41027,8204.0,889.0,7315.0
"Hooker County, Nebraska",05000US31091,329.0,23.0,306.0
"Hoonah-Angoon Census Area, Alaska",05000US02105,966.0,165.0,801.0
"Hopewell city, Virginia",05000US51670,8859.0,1560.0,7299.0
"Hopkins County, Kentucky",05000US21107,18518.0,3167.0,15351.0
"Hopkins County, Texas",05000US48223,13200.0,1653.0,11547.0
"Hormigueros Municipio, Puerto Rico",05000US72067,6406.0,2005.0,4401.0
"Horry County, South Carolina",05000US45051,112358.0,12681.0,99677.0
"Hot Spring County, Arkansas",05000US05059,11998.0,1481.0,10517.0
"Hot Springs County, Wyoming",05000US56017,2098.0,162.0,1936.0
"Houghton County, Michigan",05000US26061,14016.0,2180.0,11836.0
"Houston County, Alabama",05000US01069,38500.0,4763.0,33737.0
"Houston County, Georgia",05000US13153,50871.0,5510.0,45361.0
"Houston County, Minnesota",05000US27055,7810.0,426.0,7384.0
"Houston County, Tennessee",05000US47083,3451.0,634.0,2817.0
"Houston County, Texas",05000US48225,7880.0,1422.0,6458.0
"Howard County, Arkansas",05000US05061,5015.0,796.0,4219.0
"Howard County, Indiana",05000US18067,34215.0,4249.0,29966.0
"Howard County, Iowa",05000US19089,4056.0,283.0,3773.0
"Howard County, Maryland",05000US24027,103547.0,3957.0,99590.0
"Howard County, Missouri",05000US29089,3794.0,461.0,3333.0
"Howard County, Nebraska",05000US31093,2641.0,188.0,2453.0
"Howard County, Texas",05000US48227,11016.0,1330.0,9686.0
"Howell County, Missouri",05000US29091,15538.0,2418.0,13120.0
"Hubbard County, Minnesota",05000US27057,8640.0,718.0,7922.0
"Hudson County, New Jersey",05000US34017,240526.0,24764.0,215762.0
"Hudspeth County, Texas",05000US48229,951.0,197.0,754.0
"Huerfano County, Colorado",05000US08055,3096.0,650.0,2446.0
"Hughes County, Oklahoma",05000US40063,5155.0,906.0,4249.0
"Hughes County, South Dakota",05000US46065,7102.0,593.0,6509.0
"Humacao Municipio, Puerto Rico",05000US72069,18514.0,6705.0,11809.0
"Humboldt County, California",05000US06023,53724.0,4620.0,49104.0
"Humboldt County, Iowa",05000US19091,4208.0,369.0,3839.0
"Humboldt County, Nevada",05000US32013,6098.0,553.0,5545.0
"Humphreys County, Mississippi",05000US28053,3256.0,1203.0,2053.0
"Humphreys County, Tennessee",05000US47085,7665.0,1383.0,6282.0
"Hunt County, Texas",05000US48231,30624.0,3691.0,26933.0
"Hunterdon County, New Jersey",05000US34019,47455.0,1150.0,46305.0
"Huntingdon County, Pennsylvania",05000US42061,16791.0,2260.0,14531.0
"Huntington County, Indiana",05000US18069,14237.0,1440.0,12797.0
"Huron County, Michigan",05000US26063,14237.0,1948.0,12289.0
"Huron County, Ohio",05000US39077,22684.0,2777.0,19907.0
"Hutchinson County, South Dakota",05000US46067,2946.0,173.0,2773.0
"Hutchinson County, Texas",05000US48233,8372.0,715.0,7657.0
"Hyde County, North Carolina",05000US37095,2025.0,529.0,1496.0
"Hyde County, South Dakota",05000US46069,605.0,47.0,558.0
"Iberia Parish, Louisiana",05000US22045,26370.0,5856.0,20514.0
"Iberville Parish, Louisiana",05000US22047,11040.0,2649.0,8391.0
"Ida County, Iowa",05000US19093,3180.0,249.0,2931.0
"Idaho County, Idaho",05000US16049,6710.0,705.0,6005.0
"Imperial County, California",05000US06025,48117.0,8470.0,39647.0
"Independence County, Arkansas",05000US05063,14776.0,2217.0,12559.0
"Indiana County, Pennsylvania",05000US42063,34558.0,3495.0,31063.0
"Indian River County, Florida",05000US12061,57467.0,4917.0,52550.0
"Ingham County, Michigan",05000US26065,108155.0,17641.0,90514.0
"Inyo County, California",05000US06027,7910.0,507.0,7403.0
"Ionia County, Michigan",05000US26067,22420.0,3693.0,18727.0
"Iosco County, Michigan",05000US26069,10934.0,2109.0,8825.0
"Iowa County, Iowa",05000US19095,6677.0,378.0,6299.0
"Iowa County, Wisconsin",05000US55049,9695.0,770.0,8925.0
"Iredell County, North Carolina",05000US37097,58879.0,4525.0,54354.0
"Irion County, Texas",05000US48235,607.0,18.0,589.0
"Iron County, Michigan",05000US26071,5248.0,704.0,4544.0
"Iron County, Missouri",05000US29093,4298.0,1030.0,3268.0
"Iron County, Utah",05000US49021,15313.0,1783.0,13530.0
"Iron County, Wisconsin",05000US55051,2989.0,316.0,2673.0
"Iroquois County, Illinois",05000US17075,11884.0,997.0,10887.0
"Irwin County, Georgia",05000US13155,3162.0,433.0,2729.0
"Isabela Municipio, Puerto Rico",05000US72071,15163.0,6095.0,9068.0
"Isabella County, Michigan",05000US26073,24746.0,4932.0,19814.0
"Isanti County, Minnesota",05000US27059,13778.0,970.0,12808.0
"Island County, Washington",05000US53029,33196.0,2974.0,30222.0
"Isle of Wight County, Virginia",05000US51093,13528.0,1345.0,12183.0
"Issaquena County, Mississippi",05000US28055,508.0,164.0,344.0
"Itasca County, Minnesota",05000US27061,18761.0,1807.0,16954.0
"Itawamba County, Mississippi",05000US28057,8870.0,1115.0,7755.0
"Izard County, Arkansas",05000US05065,5891.0,841.0,5050.0
"Jack County, Texas",05000US48237,2972.0,231.0,2741.0
"Jackson County, Alabama",05000US01071,21629.0,2923.0,18706.0
"Jackson County, Arkansas",05000US05067,6383.0,1307.0,5076.0
"Jackson County, Colorado",05000US08057,736.0,59.0,677.0
"Jackson County, Florida",05000US12063,16440.0,2113.0,14327.0
"Jackson County, Georgia",05000US13157,21266.0,2882.0,18384.0
"Jackson County, Illinois",05000US17077,23718.0,3729.0,19989.0
"Jackson County, Indiana",05000US18071,16776.0,1785.0,14991.0
"Jackson County, Iowa",05000US19097,8286.0,835.0,7451.0
"Jackson County, Kansas",05000US20085,5336.0,507.0,4829.0
"Jackson County, Kentucky",05000US21109,5569.0,2020.0,3549.0
"Jackson County, Michigan",05000US26075,60257.0,9614.0,50643.0
"Jackson County, Minnesota",05000US27063,4526.0,224.0,4302.0
"Jackson County, Mississippi",05000US28059,50185.0,5519.0,44666.0
"Jackson County, Missouri",05000US29095,270493.0,35969.0,234524.0
"Jackson County, North Carolina",05000US37099,15759.0,1743.0,14016.0
"Jackson County, Ohio",05000US39079,13252.0,2808.0,10444.0
"Jackson County, Oklahoma",05000US40065,10470.0,1841.0,8629.0
"Jackson County, Oregon",05000US41029,83897.0,14822.0,69075.0
"Jackson County, South Dakota",05000US46071,960.0,284.0,676.0
"Jackson County, Tennessee",05000US47087,4710.0,886.0,3824.0
"Jackson County, Texas",05000US48239,5173.0,666.0,4507.0
"Jackson County, West Virginia",05000US54035,11483.0,1543.0,9940.0
"Jackson County, Wisconsin",05000US55053,8145.0,897.0,7248.0
"Jackson Parish, Louisiana",05000US22049,6037.0,868.0,5169.0
"James City County, Virginia",05000US51095,26356.0,883.0,25473.0
"Jasper County, Georgia",05000US13159,5052.0,842.0,4210.0
"Jasper County, Illinois",05000US17079,3985.0,346.0,3639.0
"Jasper County, Indiana",05000US18073,12175.0,976.0,11199.0
"Jasper County, Iowa",05000US19099,14787.0,1861.0,12926.0
"Jasper County, Mississippi",05000US28061,6874.0,1088.0,5786.0
"Jasper County, Missouri",05000US29097,44674.0,7239.0,37435.0
"Jasper County, South Carolina",05000US45053,7811.0,1266.0,6545.0
"Jasper County, Texas",05000US48241,13684.0,2610.0,11074.0
"Jay County, Indiana",05000US18075,8287.0,1069.0,7218.0
"Jayuya Municipio, Puerto Rico",05000US72073,4856.0,2286.0,2570.0
"Jeff Davis County, Georgia",05000US13161,5695.0,682.0,5013.0
"Jeff Davis County, Texas",05000US48243,991.0,51.0,940.0
"Jefferson County, Alabama",05000US01073,259394.0,31024.0,228370.0
"Jefferson County, Arkansas",05000US05069,28062.0,5674.0,22388.0
"Jefferson County, Colorado",05000US08059,217763.0,10749.0,207014.0
"Jefferson County, Florida",05000US12065,5313.0,773.0,4540.0
"Jefferson County, Georgia",05000US13163,6227.0,1347.0,4880.0
"Jefferson County, Idaho",05000US16051,8155.0,837.0,7318.0
"Jefferson County, Illinois",05000US17081,15314.0,2689.0,12625.0
"Jefferson County, Indiana",05000US18077,12725.0,1608.0,11117.0
"Jefferson County, Iowa",05000US19101,6831.0,884.0,5947.0
"Jefferson County, Kansas",05000US20087,7401.0,400.0,7001.0
"Jefferson County, Kentucky",05000US21111,301312.0,38608.0,262704.0
