address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
20 Ledin Dr,Medical Device,Avon,,120,907,None,None,False,Boston Brace International Inc,boston-brace-international-inc,MA,02322
91 Boylston St,Research Products & Instrumentation,Brookline,,8,908,None,None,False,Boston Electronics Corp,boston-electronics-corp,MA,02445
 2 Central St,Medical Device,Framingham,,0,909,None,None,False,Boston Heart Diagnostics,boston-heart-diagnostics,MA,01701
2 Central Street,Contract Research & Manufacturing,Framingham,"Boston Heart Lab (BHL) is a heathcare company that provides comprehensive cardiovascular disease (CVD) management. Through our combination of proprietary lipid testing technology, esoteric testing capability, advanced therapy guidelines, sophisticated tools, and patient support services, we are providing pharmaceutical companies, physicians, and patients a viable disease management offering for CVD. Unlike other lipid testing companies that are focused on the primary screening market for CVD, our proprietary testing technology allows for the ongoing monitoring of a patient's disease and precise determination of the most appropriate pharmaceutical alternatives. We can provide unique, personalized treatment to patients with dislipidemia to determine the efficacy of lipid lowering drugs within the first 6 weeks of treatment - versus 6 months to obtain efficacy results by competitors' methods. ",0,148,None,None,False,Boston Heart Lab Corporation,boston-heart-lab-corporation,MA,01701
117 Flanders Rd,Medical Device,Westborough,,14,910,None,None,False,Boston Medical Products Inc,boston-medical-products-inc,MA,01581
990 Washington St,Medical Device,Dedham,,5,911,None,None,False,Boston Medtech Advisors,boston-medtech-advisors,MA,02026
30 Spinelli Pl,Medical Device,Cambridge,,10,912,None,None,False,Boston Micromachines Corp,boston-micromachines-corp,MA,02138
7 Alfred St,Medical Device,Woburn,,4,913,None,None,False,Boston Neurofeedback Center Pc,boston-neurofeedback-center-pc,MA,01801
1 Boston Scientific Pl,Medical Device,Natick,,2100,914,None,None,False,Boston Scientific Corp,boston-scientific-corp,MA,01760
51 Parmenter Rd,Contract Research & Manufacturing,Hudson,,98,915,None,None,False,Boyd Coatings Research Co Inc,boyd-coatings-research-co-inc,MA,01749
Waban PO Box 88,Medical Device,Newton,,0,916,None,None,False,Brain Research Laboratories Inc,brain-research-laboratories-inc,MA,02468
377 Research Parkway,Research Products & Instrumentation,Meriden,,30,917,None,None,False,Brand-Nu Laboratories Inc,brand-nu-laboratories-inc,CT,06450
610 Professional Drive,Contract Research & Manufacturing,Gaithersburg,"Bridge Laboratories is a preclinical contract research organization that provides US-level regulatory compliant drug development services globally.  Bridge is US-owned and headquartered in Gaithersburg, Maryland, with facilities in the US and Beijing, China.  Bridge is known for its extensive work in toxicology; including vaccines, developmental and reproductive toxicology, and safety pharmacology.  Bridge&rsquo;s AAALAC accredited facility in China was among the first laboratories to perform studies according to GLP guidelines for clients worldwide.    Bridge&rsquo;s preclinical services include:    &iuml;&lsquor;&sect;General toxicology  &iuml;&lsquor;&sect;Developmental and reproductive toxicology  &iuml;&lsquor;&sect;Safety pharmacology  &iuml;&lsquor;&sect;Vaccine development  &iuml;&lsquor;&sect;Pathology services  &iuml;&lsquor;&sect;Bioanalytical services  &iuml;&lsquor;&sect;DMPK",0,149,None,None,False,Bridge Laboratories,bridge-laboratories,MD,020879
38 Jackson Road,Drug Development,Devens,"Bristol Myers-Squibb is a global pharmaceutical and related healthcare products company whose mission is to extend and enhance human life.   Our employees work in offices, research and development labs, manufacturing plants and distribution facilities located in almost every country around the world.  Below is more information about our Massachusetts facilities.    Adnexus, a Bristol-Myers Squibb R&D Company, located in Waltham, MA is developing targeted medicines using a proprietary advanced class of biologics called Adnectins™.   When combined with our PROfusion System, our patented protein design engine, it is possible to rapidly generate Adnectin-derived compounds that we believe may have therapeutic and market opportunities more far reaching than siRNA or antibody-based drugs.  Visit the careers section of the Adnexus website www.adnexustx.com to get more information on our career opportunities, work environment, benefits and wellness programs.    Biologics Manufacturing Facility, currently under construction in Devens, MA, and is a Large Scale Cell Culture manufacturing facility for the commercial production of biopharmaceuticals.  We expect the Devens plant will begin producing our biologic treatment for rheumatoid arthritis and other large molecules, in 2010.",0,150,None,None,False,Bristol-Myers Squibb,bristol-myers-squibb,MA,01434
38 Jackson Road,Drug Development,Devens,,250,918,None,None,True,Bristol-Myers Squibb Co,bristol-myers-squibb-co,MA,01434
411 Waverly Oaks Rd,Medical Device,Waltham,,35,919,None,None,False,Bruce Medical Supply,bruce-medical-supply,MA,02452
15 Fortune Dr,Medical Device,Billerica,,110,920,None,None,False,Bruker Biospin Corp,bruker-biospin-corp,MA,01821
40 Manning Rd,Research Products & Instrumentation,Billerica,,100,921,None,None,False,Bruker Daltonics Inc,bruker-daltonics-inc,MA,01821
4 Little Brook Rd,Medical Device,W Wareham,,10,922,None,None,False,Brunswick Biomedical Technologies,brunswick-biomedical-technologies,MA,02576
4 Plympton St,Medical Device,Woburn,,9,923,None,None,False,Bryan Corp,bryan-corp,MA,01801
105 Windermere Ave,Medical Device,Ellington,,12,924,None,None,False,Brymill Corp,brymill-corp,CT,06029
One New Hampshire Ave Suite 125,Research Products & Instrumentation,Portsmouth,,0,925,None,None,False,Bulldog Bio Inc,bulldog-bio-inc,NH,03801
2080 Plainfield Pike,Medical Device,Cranston,,87,926,None,None,False,Cadence Science Inc,cadence-science-inc,RI,02921
,Unknown,,,0,151,None,None,False,Cadrus Therapeutics Inc.,cadrus-therapeutics-inc,,
278-D DP Road,Research Products & Instrumentation,Los Alamos,"Caldera manufactures label-free measurement equipment. Caldera XRpro® equipment allows high-throughput screening of multiple on-target and off-target reactions simultaneously, at a rate of over one million compounds per month, without the need for costly antibodies or other chemical reagents.    Caldera offers cost-effective XRpro® solutions whether you need 10,000 measurements or millions every month. XRpro® systems are available for rent, purchase, or as a service from Caldera. Demonstrations are available using your targets and compounds or ours.    Live web demonstration are available.",0,152,None,None,False,"Caldera Pharmaceuticals, Inc.",caldera-pharmaceuticals-inc,NM,087544
68 Elm Street,Research Products & Instrumentation,Hopkinton,"Caliper Life Sciences is a premier provider of leading-edge technologies enabling researchers in the life sciences industry to create life-saving and enhancing medicines and diagnostic tests more quickly and efficiently. Caliper is aggressively innovating new technology to bridge the gap between in vitro assays and in vivo results and then translating those results into cures for human disease. Caliper's portfolio of offerings includes state-of-the-art microfluidics, lab automation &amp; liquid handling, optical imaging technologies, and discovery &amp; development outsourcing solutions. For more information please visit http://www.caliperLS.com.    Caliper and Xenogen are registered trademarks of Caliper Life Sciences, Inc.",0,153,None,None,False,"Caliper Life Sciences, Inc.",caliper-life-sciences-inc,MA,01748
68 Elm St,Research Products & Instrumentation,Hopkinton,,225,927,None,None,False,"Caliper, A Perkinelmer Co",caliper-a-perkinelmer-co,MA,01748
2101 4th Avenue Suite 1960,Drug Development,Seattle,"Calistoga Pharmaceuticals, Inc. is the leader in developing innovative oral medicines targeting selected isoforms of the PI3 kinase pathway to improve the health of patients with cancer and inflammatory diseases.    The PI3K pathway is a critical cellular pathway involved in cell survival and immune cell activation. Calistoga Pharmaceuticals' small molecule therapeutic candidates target specific isoforms of the PI3K pathway, providing a targeted treatment approach designed to maximize clinical outcome and limit off-target effects.        * Calistoga Pharmaceuticals' lead product, CAL-101, an oral delta-isoform selective PI3K inhibitor, has demonstrated promising clinical responses in patients with B-cell malignancies and the initiation of registration trials is planned for 2H 2010.      * CAL-263, an investigational compound targeting PI3K Delta a novel approach for the treatment of inflammatory diseases such as asthma, COPD and autoimmune diseases such as rheumatoid arthritis. Phase 2 trials will begin later in 2010.      * Calistoga Pharmaceuticals continues to evaluate the role of selected isoforms for the treatment of patients with solid tumors in preclinical studies.    Calistoga Pharmaceuticals is a private, venture backed company with top tier investors including Alta Partners, Amgen Ventures, Frazier Healthcare, and Three Arch Partners. The company is led by a seasoned management team, all with experience developing successful commercialized products.",0,154,None,None,False,"Calistoga Pharmaceuticals, Inc.",calistoga-pharmaceuticals-inc,WA,098121
