category,name,address,city,state,zipcode,location,employees,id,mass_tech_member,slug,description
Medical Device,Bern Optics Inc,579 Southampton Rd,Westfield,MA,1085,"579 Southampton Rd, Westfield, MA1085",43,867,FALSE,bern-optics-inc,
Contract Research & Manufacturing,Beta-Pro Llc,1670 Discovery Drive #240,Charlottesville,VA,22911,"1670 Discovery Drive #240, Charlottesville, VA22911",0,109,FALSE,beta-pro-llc,"Beta-Pro LLC isolates and distributes human islet cells, acinar tissue, hepatocytes, adipose-derived stem cells, mesenchymal stem cells, and other biomaterials from surplus organs not placed for whole organ transplant in GMP and GLP facilities. Beta-Pro charges and recovers fees for the costs for organ procurement, processing, preservation, quality control, storage, handling, and delivery of islets, other biomaterials, and biological data.   "
Hospital,Beth Israel Deaconess Medical Center,330 Brookline Ave,Boston,MA,2215,"330 Brookline Ave, Boston, MA2215",7000,868,TRUE,beth-israel-deaconess-medical-center,
Human Diagnostic Development,Bg Medicine Inc,610 Lincoln St North,Waltham,MA,2451,"610 Lincoln St North, Waltham, MA2451",30,110,TRUE,bg-medicine-inc,
Non-profit Research Institution,Bgi Americas Corp,1 Broadway 14th Floor,Cambridge,MA,2142,"1 Broadway 14th Floor, Cambridge, MA2142",10,869,FALSE,bgi-americas-corp,
BioInformatics,Bi2 Technologies,488 State Rd Suite 1,Plymouth,MA,2360,"488 State Rd Suite 1, Plymouth, MA2360",0,870,FALSE,bi2-technologies,
Medical Device,Bicon Dental Implants,501 Arborway,Boston,MA,2130,"501 Arborway, Boston, MA2130",35,871,FALSE,bicon-dental-implants,
Drug Development,Bind Biosciences Inc,325 Vassar St,Cambridge,MA,2139,"325 Vassar St, Cambridge, MA2139",30,111,TRUE,bind-biosciences-inc,
Drug Development,Bio San Laboratories Inc/Innate Response,8 Bowers Rd,Derry,NH,3038,"8 Bowers Rd, Derry, NH3038",50,872,FALSE,bio-san-laboratories-incinnate-response,
Research Products & Instrumentation,Bio X Cell,"10 Technology Drive, 2B",West Lebanon,NH,3783,"10 Technology Drive, 2B, West Lebanon, NH3783",0,112,FALSE,bio-x-cell,"Bio X Cell is a biotechnology company that manufactures high quality, bulk quantity (milligram to gram) monoclonal antibodies for biomedical research. All of our antibodies are of high purity and low endotoxin levels, thus suited for in-vivo preclinical studies. Bio X Cell custom produces recombinant proteins using state of the art fermentation and purification technology."
Contract Research & Manufacturing,Bio-Concept Laboratories Inc,13 Industrial Way,Salem,NH,3079,"13 Industrial Way, Salem, NH3079",24,873,TRUE,bio-concept-laboratories-inc,
Medical Device,Bio-Detek Inc,525 Narragansett Park Dr,Pawtucket,RI,2861,"525 Narragansett Park Dr, Pawtucket, RI2861",160,874,FALSE,bio-detek-inc,
Medical Device,Bio-Med Devices Inc,61 Soundview Rd,Guilford,CT,6437,"61 Soundview Rd, Guilford, CT6437",60,875,FALSE,bio-med-devices-inc,
Drug Development,Bioactives,1 Dix Street,Worcester,MA,1609,"1 Dix Street, Worcester, MA1609",0,114,FALSE,bioactives,"BioActives develops value-added and high-margin ingredients for nutraceuticals marketed under the MicroActive™ trademark. The Company uses a combination of its NanoNutrient™ Technology and its commercial-process development capability to produce ingredients that fall into “replacement”,  “improved” or “break-through” product categories. In general, development focuses on lipophilic compounds that, as a class, have demonstrated poor bioavailability and inconsistent uptake.  BioActives' produces its own ingredients through a ""captive"" processing company in Southern India operating under its direction and using its patented or proprietary processes. Technology transfer is simplified and expedited as BioActives owns much of the equipment in this facility and can therefore easily transfer bench-top processes to be scaled up. The Company's independent agents in India assure quality control through GMP inspections and independent product testing. Processes comprising its NanoNutrient™ Technology are developed at the research facility in Worcester, MA, and either commercialized at that facility, at the captive company, or through toll processing arrangements."
Human Diagnostic Development,Bioarray Therapeutics Inc,"Venture Development Center, UMASS 100 Morrissey Blvd.",Boston,MA,2125,"Venture Development Center, UMASS 100 Morrissey Blvd., Boston, MA2125",0,876,FALSE,bioarray-therapeutics-inc,
Drug Development,Bioassets Development Corp.,888 Worcester Street Suite 95,Wellesley,MA,2482,"888 Worcester Street Suite 95, Wellesley, MA2482",0,115,FALSE,bioassets-development-corp,"BioAssets Development Corporation (BDC) is pioneering novel indications for marketed and emerging biologic drugs.  The Company’s lead initiative focuses on the development of cytokine inhibitors to treat the underlying causes of pain in spinal disorders.  BDC offers customized collaborations tailored to maximize the value of partners’ core assets by expanding the indications of successful biologic drugs.    By using drugs already proven safe and effective for other indications, BDC’s approach could streamline development, thereby shortening the time required to develop and test optimized therapeutic regimens for specific patient populations, and to make these novel treatments available to patients and physicians.    "
Human Diagnostic Development,Biobehavioral Diagnostics Co,239 Littleton Rd Suite 6A,Westford,MA,1886,"239 Littleton Rd Suite 6A, Westford, MA1886",5,877,FALSE,biobehavioral-diagnostics-co,
Agricultural / Industrial Biotechnology,Biocell Center Corporation,200 Boston Avenue Suite 1550,Medford,MA,2155,"200 Boston Avenue Suite 1550, Medford, MA2155",0,116,FALSE,biocell-center-corporation,"Biocell Center is a biotech company that offers the cryopreservation of amniotic fluid containing stem cells as well as supports external research collaborations for developing the amniotic stem cell medical applications.  <p>Biocell Center was launched in Europe several years ago by the distinguished medical doctors following the discovery that amniotic stem cells possess unique characteristics compared to the cells derived from other sources, and has since built a laboratory and amniotic stem cell bank that focuses on the standardization and optimization of the cryopreservation protocol of the amniotic fluid and offers the option to preserve this important biological material to the individual families and to the medical centers.  <p>Biocell Center has been successfully collaborating with many leading hospitals, Ob/Gyn, maternal-fetal health groups and stem cell research laboratories world wide, and currently has offices and laboratories in Milan (Italy), Lugano (Switzerland), and Medford (MA, USA.)    <p>www.biocellcenter.com   "
Research Products & Instrumentation,Biocius Life Sciences,11 Audubon Road,Wakefield,MA,1880,"11 Audubon Road, Wakefield, MA1880",0,117,FALSE,biocius-life-sciences,"BIOCIUS Life Sciences, named from the Greek word “BIO” (life) and the Latin word “OCIUS” (faster), provides the biopharmaceutical industry with faster answers:  Products and services committed to speed and accuracy to help exceed business goals. The RapidFire® platform technology feeds samples directly to the mass spectrometer, requiring no labels or surrogates, helping to eliminate the bottleneck of samples that require screening in the drug discovery process.  RapidFire Mass Spectrometry is routinely used in many applications including the high-throughput screening of previously intractable drug targets and in vitro ADME assays.  BIOCIUS offers RapidFire instrumentation as well as contract research services for lead discovery and in vitro ADME applications.  Our expert scientists work closely with our collaborators to maximize research success.    "
Contract Research & Manufacturing,Bioclinica Inc,321 Commonwealth Rd Suite 303,Wayland,MA,1778,"321 Commonwealth Rd Suite 303, Wayland, MA1778",12,879,FALSE,bioclinica-inc,
Agricultural/Industrial Biotechnology,Biodefense Corp,12 Channel St Marine Industrial Park,Boston,MA,2210,"12 Channel St Marine Industrial Park, Boston, MA2210",10,880,FALSE,biodefense-corp,
Drug Development,Biodel Inc,100 Saw Mill Rd,Danbury,CT,6810,"100 Saw Mill Rd, Danbury, CT6810",38,881,FALSE,biodel-inc,
Contract Research & Manufacturing,Biodevice Partners,17 Lantern Ln,Cohasset,MA,2025,"17 Lantern Ln, Cohasset, MA2025",1,882,FALSE,biodevice-partners,
Research Products & Instrumentation,Biodirect Inc,245 Constitution Dr,Taunton,MA,2780,"245 Constitution Dr, Taunton, MA2780",20,883,FALSE,biodirect-inc,
Contract Research & Manufacturing,Biofocus,,,CT,,", , CT",1,118,TRUE,biofocus,
Drug Development,Biogen Idec,133 Boston Post Road,Weston,MA,2493,"133 Boston Post Road, Weston, MA2493",740,119,TRUE,biogen-idec,
Human Diagnostic Development,Biohelix Corp,500 Cummings Suite 5550,Beverly,MA,1915,"500 Cummings Suite 5550, Beverly, MA1915",18,884,TRUE,biohelix-corp,
Human Diagnostic Development,Biohelix Corporation,500 Cummings Center Suite 5550,Beverly,MA,1915,"500 Cummings Center Suite 5550, Beverly, MA1915",0,120,FALSE,biohelix-corporation,"BioHelix develops and commercializes simple and cost-effective molecular diagnostic tests based on its proprietary isothermal Helicase Dependent Amplification  (HDA) technology. By combining HDA with an disposable amplicon detection device, the company's  IsoAmp® assays enable rapid detection of infectious diseases and genetic variations at near patient settings and in small laboratories. "
Research Products & Instrumentation,Biomedical Polymers,42 Linus Allain Ave,Gardner,MA,1440,"42 Linus Allain Ave, Gardner, MA1440",43,885,FALSE,biomedical-polymers,
Contract Research & Manufacturing,Biomedical Research Models Inc,67 Millbrook St,Worcester,MA,1606,"67 Millbrook St, Worcester, MA1606",50,121,TRUE,biomedical-research-models-inc,
Medical Device,Biomedical Structures Llc,60 Commerce Dr,Warwick,RI,2886,"60 Commerce Dr, Warwick, RI2886",44,886,FALSE,biomedical-structures-llc,
Drug Development,Biomedical Systems,6 Matteo St,Worcester,MA,1606,"6 Matteo St, Worcester, MA1606",1,122,TRUE,biomedical-systems,
Research Products & Instrumentation,Biomedical Technologies Inc,378 Page St,Stoughton,MA,2072,"378 Page St, Stoughton, MA2072",10,887,FALSE,biomedical-technologies-inc,
Drug Development,Biomedisyn Corporation,11 Research Drive Unit 3,Woodbridge,CT,6525,"11 Research Drive Unit 3, Woodbridge, CT6525",0,123,FALSE,biomedisyn-corporation,
Agricultural / Industrial Biotechnology,"Biometics, Llc",300 Bear Hill Road,Waltham,MA,2451,"300 Bear Hill Road, Waltham, MA2451",0,124,FALSE,biometics-llc,"Biometics, LLC is a consulting, engineering, architectural, validation firm specializing in services to the biotechnology and biopharmaceutical industry.  We have been in business for almost twenty years.  Our projects have involved process development, planning, process design, facility design and project management.  Biometics validation services encompass the complete range of validation activities from master plans through execution of protocols.    Through its sister company, Biometics-Design Construction Inc., Biometics is able to offer complete project execution from planning through construction."
