BioMedtechTypeCopy,MA Bio Member,CompanyName,FName,LName,Title,AddressLine1,AddressLine2,City,State,Zip,NumEmplSt,address
Medical Device,MA Bio Member,FIRST LIGHT BIOSCIENCES INC,Don,Straus,CEO,One Oak Park Dr,2nd Floor,Bedford,MA,01730,6,"One Oak Park Dr 2nd Floor, Bedford, MA 01730"
Research Products & Instrumentation,MA Bio Member,FISHER SCIENTIFIC WORLDWIDE,,,,1 Liberty Ln,,Hampton,NH,03842,,"1 Liberty Ln, Hampton, NH 03842"
Research Products & Instrumentation,,FITZGERALD INDUSTRIES INTERNATIONAL,Pamela,Williams,CEO,30 Sudbury Road,Suite 1A North,Acton,MA,01720,14,"30 Sudbury Road Suite 1A North, Acton, MA 01720"
Medical Device,,FIVE STAR COMPANIES,John,Camara,President (Five Star Surgical),163 Samuel Barnet Blvd,,New Bedford,MA,02745,98,"163 Samuel Barnet Blvd, New Bedford, MA 02745"
Non-profit Research Institution,MA Bio Member,FLATLEY DISCOVERY LAB,John,Flatley,Founder,529 Main St,Suite 208,Charlestown,MA,02129,30,"529 Main St Suite 208, Charlestown, MA 02129"
Drug Development,MA Bio Member,FLEXION THERAPEUTICS INC,Mike,Clayman,CEO,300 TradeCenter,Suite 2460,Woburn,MA,01801,0,"300 TradeCenter Suite 2460, Woburn, MA 01801"
Medical Device,,FLUIDNET CORP,Ben,Bulkley,President/CEO,21 Water St,5th Floor,Amesbury,MA,01913,,"21 Water St 5th Floor, Amesbury, MA 01913"
Human Diagnostic Development,,FLUOROPHARMA INC,Thijs,Spoor,CEO,222 Berkeley St,Suite 1040,Boston,MA,02116,0,"222 Berkeley St Suite 1040, Boston, MA 02116"
Medical Device,,FORESIGHT IMAGING,Mark,Mariotti,President/CEO,1 Executive Dr,Suite 102,Chelmsford,MA,01824,20,"1 Executive Dr Suite 102, Chelmsford, MA 01824"
Drug Development,MA Bio Member,FORMA THERAPEUTICS INC,Steven,Tregay,Founder/President/CEO,500 Arsenal St Suite 100,,Watertown,MA,02472,0,"500 Arsenal St Suite 100, Watertown, MA 02472"
Research Products & Instrumentation,,FORMULATRIX INC,Jeremy,Stevenson,President/CEO,1254 Main St,,Waltham,MA,02451,25,"1254 Main St, Waltham, MA 02451"
Non-profit Research Institution,MA Bio Member,"FORSYTH INSTITUTE, THE",Philip,Staskenko,President/CEO,245 First St,,Cambridge,MA,02142,165,"245 First St, Cambridge, MA 02142"
Medical Device,,FOSTER CORP,Larry,Acquarulo,CEO/Owner,45 Ridge Rd,,Putnam,CT,06260,61,"45 Ridge Rd, Putnam, CT 06260"
Non-profit Research Institution,,FOUNDATION FOR BLOOD RESEARCH,Jane,Sheehan,President/CEO,P O Box 190,8 Science Park Rd,Scarborough,ME,04070,42,"P O Box 190 8 Science Park Rd, Scarborough, ME 04070"
Human Diagnostic Development,MA Bio Member,FOUNDATION MEDICINE INC,Neil,Exter,Chief Business Officer,"1 Kendall Sq, Bldg 300",5th Floor,Cambridge,MA,02139,0,"1 Kendall Sq, Bldg 300 5th Floor, Cambridge, MA 02139"
Medical Device,,FRANK SCHOLZ X-RAY CORP,Thomas,Richter,President,244 Liberty St,,Brockton,MA,02301,15,"244 Liberty St, Brockton, MA 02301"
Contract Research & Manufacturing,MA Bio Member,FRAUNHOFER CENTER FOR MANUFACTURING INNOVATION,Dr Andre,Sharon,Executive Director,15 Saint Mary's St,,Brookline,MA,02446,40,"15 Saint Mary's St, Brookline, MA 02446"
Non-profit Research Institution,MA Bio Member,FRAUNHOFER HEINRICH HERTZ INSTITUTE USA,Frank,Menzler,Senior Director USA,25 1st St,Suite 101,Cambridge,MA,02141,0,"25 1st St Suite 101, Cambridge, MA 02141"
Medical Device,MA Bio Member,FRESENIUS MEDICAL CARE HOLDINGS INC,Ben,Lipps,Chairman/CEO,920 Winter St,,Waltham,MA,02451,900,"920 Winter St, Waltham, MA 02451"
Medical Device,,FUNNELL INSTRUMENTS LP,David,Funnell,President,61 Surrey St,,Medford,MA,02155,1,"61 Surrey St, Medford, MA 02155"
Medical Device,,G & F INDUSTRIES INC,,,,PO Box 515,Rte 20,Sturbridge,MA,01960,30,"PO Box 515 Rte 20, Sturbridge, MA 01960"
Research Products & Instrumentation,,GAC CHEMICAL CORP,James,Poure,CEO,P O Box 436,34 Kidder Point Rd,Searsport,ME,04974,55,"P O Box 436 34 Kidder Point Rd, Searsport, ME 04974"
Drug Development,MA Bio Member,GALECTIN THERAPEUTICS,Peter,Traber,President/CEO/Chief Medical Officer,7 Wells Ave,Suite #34,Newton,MA,02459,7,"7 Wells Ave Suite #34, Newton, MA 02459"
Drug Development,MA Bio Member,GALENEA CORP,Mark,Benjamin,President/CEO,300 Technology Sq,2nd Floor,Cambridge,MA,02139,30,"300 Technology Sq 2nd Floor, Cambridge, MA 02139"
Contract Research & Manufacturing,MA Bio Member,GALLUS BIOPHARMACEUTICALS,Mark,Bamforth,President/CEO,20 William St,,Wellesley,MA,02481,0,"20 William St, Wellesley, MA 02481"
Research Products & Instrumentation,,GE INFRASTRUCTURE SENSING (MA),Dennis,Plante,Sales Director,1100 Technology Park Dr,,Billerica,MA,01821,75,"1100 Technology Park Dr, Billerica, MA 01821"
Drug Development,,GELESIS INC,John,Lamattina,Chairman,500 Boylston St,,Boston,MA,02116,0,"500 Boylston St, Boston, MA 02116"
Drug Development,MA Bio Member,GENFIT CORP,Jean-Francois,Mouney,CEO,245 First St,Suite 1807 18th Fl,Cambridge,MA,02142,2,"245 First St Suite 1807 18th Fl, Cambridge, MA 02142"
Drug Development,MA Bio Member,GENOCEA BIOSCIENCES INC,Chip,Clark,President/CEO,161 First St,Suite 2C,Cambridge,MA,02142,33,"161 First St Suite 2C, Cambridge, MA 02142"
Drug Development,,GENOMAS INC,Gualberto,Ruaño,President/CEO,67 Jefferson St,,Hartford,CT,06106,11,"67 Jefferson St, Hartford, CT 06106"
BioInformatics,,GENOMEQUEST INC,Richard,Resnick,CEO,1700 W Park Dr,Suite 260,Westborough,MA,01581,10,"1700 W Park Dr Suite 260, Westborough, MA 01581"
Drug Development,MA Bio Member,GENZYME CORP,David,Meeker,President/CEO,500 Kendall St,,Cambridge,MA,02142,900,"500 Kendall St, Cambridge, MA 02142"
Medical Device,,GERIATRIC MEDICAL AND SURGICAL SUPPLY INC,Arthur,Siegal,President/CEO,28 Torrice Dr,,Woburn,MA,01801,35,"28 Torrice Dr, Woburn, MA 01801"
Drug Development,,GI DYNAMICS INC,Stuart,Randle,President/CEO,1 Maguire Rd,,Lexington,MA,02421,40,"1 Maguire Rd, Lexington, MA 02421"
Medical Device,,GILTRON INC,Fred,Pittman,President,61 Endicott St,Unit #25,Norwood,MA,02062,3,"61 Endicott St Unit #25, Norwood, MA 02062"
Contract Research & Manufacturing,,GINKGO BIOWORKS,Tom,Knight,Co-founder,7 Tide St,Unit 2B,Boston,MA,02210,19,"7 Tide St Unit 2B, Boston, MA 02210"
Drug Development,MA Bio Member,GLIACURE INC,Philip,Haydon,President,234 Causeway St,Apt 809,Boston,MA,02114,2,"234 Causeway St Apt 809, Boston, MA 02114"
Medical Device,,GLOBAL BLOOD RESOURCES LLC,Keith,Samolyk,President/CEO,P O Box 383,,Somers,CT,06071,10,"P O Box 383, Somers, CT 06071"
Agricultural/Industrial Biotechnology,,GLOBAL PROTEIN PRODUCTS INC,Robert,Cyr,CEO,76 Main St,Suite 300,Waterville,ME,04901,,"76 Main St Suite 300, Waterville, ME 04901"
Medical Device,,GLOBAL TECHNOLOGIES,Jim,Barrett,Director Sales/Marketing,392 Beech Rd,,Eliot,ME,03903,1,"392 Beech Rd, Eliot, ME 03903"
Contract Research & Manufacturing,MA Bio Member,GLSYNTHESIS INC,Jan,Chen,CEO,1 Innovation Dr,,Worcester,MA,01605,18,"1 Innovation Dr, Worcester, MA 01605"
Human Diagnostic Development,,GLYCOZYM,Thayer,White,CEO/President,100 Cummings Center,Suite 430J,Beverly,MA,01915,5,"100 Cummings Center Suite 430J, Beverly, MA 01915"
BioInformatics,MA Bio Member,GNS HEALTHCARE,Colin,Hill,President/Chairman/Co-Founder,58 Charles St,,Cambridge,MA,02141,0,"58 Charles St, Cambridge, MA 02141"
Human Diagnostic Development,MA Bio Member,GOOD START GENETICS INC,Don,Hardison,President/CEO,237 Putnam Ave,,Cambridge,MA,02139,39,"237 Putnam Ave, Cambridge, MA 02139"
Medical Device,,GORE LABORATORIES INC,Michael,Decubellis,CEO,10 Northern Blvd,Suite 5,Amherst,NH,03031,12,"10 Northern Blvd Suite 5, Amherst, NH 03031"
Medical Device,,GRADY RESEARCH,John,Grady,President/CEO,323 W Main St,,Ayer,MA,01432,8,"323 W Main St, Ayer, MA 01432"
Medical Device,,GRASS TECHNOLOGIES,Albert,Ondis,CEO,600 E Greenwich Ave,,W Warwick,RI,02893,200,"600 E Greenwich Ave, W Warwick, RI 02893"
Research Products & Instrumentation,,GREEN MOUNTAIN ANTIBODIES INC,William,Church,President,P O Box 1283,1 Mill St,Burlington,VT,05402,10,"P O Box 1283 1 Mill St, Burlington, VT 05402"
Medical Device,,GREGSTROM CORP,Jim,Roy,Sales Manager,64 Holton St,,Woburn,MA,01801,50,"64 Holton St, Woburn, MA 01801"
Medical Device,,GROUPE INNOVA INC,David,Masury,President,1 Foyes Ln,,Kittery Point,ME,03905,3,"1 Foyes Ln, Kittery Point, ME 03905"
Medical Device,,GROVE INSTRUMENTS,Arthur,Combs,CEO/Chairman,100 Grove St,Suite 315,Worcester,MA,01605,9,"100 Grove St Suite 315, Worcester, MA 01605"
Agricultural/Industrial Biotechnology,,GSC ENGINEERING INC,Thomas,Vaughan P E,President,P O Box 269,,Stoughton,MA,02072,0,"P O Box 269, Stoughton, MA 02072"
Drug Development,MA Bio Member,GTC BIOTHERAPEUTICS,William,Heiden,Chairman/President/CEO,175 Crossing Blvd,Suite 410,Framingham,MA,01702,70,"175 Crossing Blvd Suite 410, Framingham, MA 01702"
Agricultural/Industrial Biotechnology,,GULF OF MAINE RESEARCH INSTITUTE,Donald,Perkins,President,350 Commercial St,,Portland,ME,04101,0,"350 Commercial St, Portland, ME 04101"
Medical Device,,GW PLASTICS INC,Fredrick,Riehl,Chairman,239 Pleasant St,,Bethel,VT,05032,250,"239 Pleasant St, Bethel, VT 05032"
Medical Device,,GW SILICONES,Mark,Hammond,GW Silicones General Manager,272 Waterman Road,,Royalton,VT,05068,0,"272 Waterman Road, Royalton, VT 05068"
Medical Device,,GYRUS ACMI,Samantha,Hornung,Director Human Resources,136 Turnpike Rd,,Southborough,MA,01772,104,"136 Turnpike Rd, Southborough, MA 01772"
Drug Development,MA Bio Member,H3 BIOMEDICINE INC,Markus,Warmuth,President/CEO,300 Technology Sq,5th Floor,Cambridge,MA,02139,0,"300 Technology Sq 5th Floor, Cambridge, MA 02139"
Medical Device,,HAEMONETICS CORP,Brian,Concannon,President/CEO,400 Wood Rd,,Braintree,MA,02184,1100,"400 Wood Rd, Braintree, MA 02184"
Contract Research & Manufacturing,,HALLAM - ICS,Keith,Flaherty,CEO,705 Myles Standish Blvd,Unit 1,Taunton,MA,02780,12,"705 Myles Standish Blvd Unit 1, Taunton, MA 02780"
Contract Research & Manufacturing,,HALLAM - ICS,Keith,Flaherty,CEO,38 Eastwood Dr,Suite 200,S Burlington,VT,05403,60,"38 Eastwood Dr Suite 200, S Burlington, VT 05403"
Research Products & Instrumentation,,HAMILTON STORAGE TECHNOLOGIES,Radi,Hofstetter,CEO,103 South St,,Hopkinton,MA,01748,55,"103 South St, Hopkinton, MA 01748"
Research Products & Instrumentation,,HAMILTON THORNE BIOSCIENCES,Meg,Spencer,Chairman,100 Cummings Ctr,Suite 465E,Beverly,MA,01915,30,"100 Cummings Ctr Suite 465E, Beverly, MA 01915"
Medical Device,,HANGER PROSTHETICS & ORTHOTICS INC,,,,232 W Cummings Park,,Woburn,MA,01801,0,"232 W Cummings Park, Woburn, MA 01801"
Research Products & Instrumentation,,HANNA INSTRUMENTS USA,David,Minsk,President,270 George Washington Hwy,,Smithfield,RI,02917,54,"270 George Washington Hwy, Smithfield, RI 02917"
Contract Research & Manufacturing,,HARVARD APPARATUS,Chane,Graziano,CEO HBIO,84 October Hill Rd,,Holliston,MA,01746,125,"84 October Hill Rd, Holliston, MA 01746"
Research Products & Instrumentation,,HARVARD BIOSCIENCE INC,Chane,Graziano,CEO/Chairman,84 October Hill Rd,,Holliston,MA,01746,0,"84 October Hill Rd, Holliston, MA 01746"
Medical Device,,HARVEST TECHNOLOGIES CORP,Gary,Tureski,CEO,40 Grissom Rd,Suite 100,Plymouth,MA,02360,50,"40 Grissom Rd Suite 100, Plymouth, MA 02360"
Non-profit Research Institution,,HASKINS LABORATORIES INC,Kenneth,Pugh,President,300 George St,Suite 900,New Haven,CT,06511,30,"300 George St Suite 900, New Haven, CT 06511"
Contract Research & Manufacturing,,HAYDON KERK MOTION SOLUTIONS INC,John,Norris,"Vice President, Business Unit Manager",1500 Meriden Rd,,Waterbury,CT,06705,120,"1500 Meriden Rd, Waterbury, CT 06705"
Research Products & Instrumentation,,HEADWALL PHOTONICS INC,David,Bannon,CEO,601 River St,,Fitchburg,MA,01420,40,"601 River St, Fitchburg, MA 01420"
Drug Development,MA Bio Member,HEALTH SCIENCES INTERNATIONAL INC,David,Shearer,President/CEO,25 Saltus Dr,,Old Saybrook,CT,06475,0,"25 Saltus Dr, Old Saybrook, CT 06475"
Medical Device,,HEARTWARE INTERNATIONAL INC,Douglas,Godshall,Managing Director/CEO,205 Newbury St,Suite 101,Framingham,MA,01701,0,"205 Newbury St Suite 101, Framingham, MA 01701"
Medical Device,,HELBLING PRECISION ENGINEERING INC,Michel,Bruehwiler,President/CEO,1 Broadway,14th floor,Cambridge,MA,02142,,"1 Broadway 14th floor, Cambridge, MA 02142"
Research Products & Instrumentation,MA Bio Member,HELICOS BIOSCIENCES CORP,Ivan,Trifunovich,President/CEO,1 Kendall Sq,Suite 7301,Cambridge,MA,02139,40,"1 Kendall Sq Suite 7301, Cambridge, MA 02139"
Medical Device,,HELIX MEDICAL - GLOUCESTER OPERATIONS,Edward,Callahan,GM Helix Medical-GLO,92 Blackburn Center,,Gloucester,MA,01930,30,"92 Blackburn Center, Gloucester, MA 01930"
Medical Device,,HEMEDEX INC, Fredrick,Bowman Ph D,Chairman/President/CEO,222 3rd Ave,Suite 123,Cambridge,MA,02142,8,"222 3rd Ave Suite 123, Cambridge, MA 02142"
Contract Research & Manufacturing,MA Bio Member,HEPATOCHEM,Marc,Bazin,President/Co-Founder,185 Alewife Brook Pkwy,Suite 410,Cambridge,MA,02138,3,"185 Alewife Brook Pkwy Suite 410, Cambridge, MA 02138"
Research Products & Instrumentation,MA Bio Member,HEPREGEN CORP,Bonnie,Fendrock,President/CEO,200 Boston Ave,Suite 1500,Medford,MA,02155,13,"200 Boston Ave Suite 1500, Medford, MA 02155"
Medical Device,,HERMELL PRODUCTS INC,Ronald,Pollack,President,9 Britton Dr,,Bloomfield,CT,06002,24,"9 Britton Dr, Bloomfield, CT 06002"
Research Products & Instrumentation,,HETTICH INSTRUMENTS LP,,,,100 Cummings Ctr,Suite 136L,Beverly,MA,01915,14,"100 Cummings Ctr Suite 136L, Beverly, MA 01915"
Medical Device,,HI-TECH MOLD AND TOOL INC,Dave,Pellegrino,VP Operations,1 Technology Rd W,,Pittsfield,MA,01201,100,"1 Technology Rd W, Pittsfield, MA 01201"
Medical Device,,HIGH TECH TURNING CO INC,Paul,Heanue,President/Quality Control Manager,16 Bridge St,,Watertown,MA,02472,20,"16 Bridge St, Watertown, MA 02472"
Contract Research & Manufacturing,,HIGH-TECH CONVERSIONS INC,Claudio,Orefice,CEO,1699 King St,,Enfield,CT,06082,0,"1699 King St, Enfield, CT 06082"
Research Products & Instrumentation,MA Bio Member,HIGHRES BIOSOLUTIONS,Lou,Guarracina,President,299 Washington St,,Woburn,MA,01801,0,"299 Washington St, Woburn, MA 01801"
Drug Development,,HISTOGENICS CORP,Laurence,Berlowitz Tarrant,Chairman/CSO/Founder,830 Winter St,3rd Floor,Waltham,MA,02451,20,"830 Winter St 3rd Floor, Waltham, MA 02451"
Human Diagnostic Development,,HISTORX INC,Rana,Gupta,CEO,35 Northeast Industrial Rd,,Branford,CT,06405,23,"35 Northeast Industrial Rd, Branford, CT 06405"
Medical Device,,HOCOMA INC,Stefan,Bircher,EVP,77 Accord Park Dr,Suite D-1,Norwell,MA,02061,11,"77 Accord Park Dr Suite D-1, Norwell, MA 02061"
Medical Device,,HOLLES LABORATORIES INC,Peter,Lelecas,Director,30 Forest Notch,,Cohasset,MA,02025,5,"30 Forest Notch, Cohasset, MA 02025"
Medical Device,,HOLMED CORP,Russell,Holmes,Chairman,40 Norfolk Ave,,S Easton,MA,02375,60,"40 Norfolk Ave, S Easton, MA 02375"
Medical Device,MA Bio Member,HOLOGIC INC,Rob,Cascella,President/CEO,35 Crosby Dr,,Bedford,MA,01730,0,"35 Crosby Dr, Bedford, MA 01730"
Contract Research & Manufacturing,,HOLOGRAPHIX LLC,David,Rowe,President,577 Main St,Suite 260,Hudson,MA,01749,13,"577 Main St Suite 260, Hudson, MA 01749"
Medical Device,,HOLOVERSE GROUP,Dennis,Solomon,CEO,PO Box 289,,Yarmouth Port,MA,02675,6,"PO Box 289, Yarmouth Port, MA 02675"
Medical Device,,HUDSON POLY BAG INC,,,,578 Main St,,Hudson,MA,01749,0,"578 Main St, Hudson, MA 01749"
Medical Device,,HUESTIS MEDICAL,Fred,Correira,GM,68 Buttonwood St,,Bristol,RI,02809,75,"68 Buttonwood St, Bristol, RI 02809"
Agricultural/Industrial Biotechnology,,HY-SYENCE INC,Don,Crookes,CEO,151 Martine St,,Fall River,MA,02723,6,"151 Martine St, Fall River, MA 02723"
Medical Device,,HY-TEN PLASTICS INC,Franz,Fritsch,Owner,38 Powers St,,Milford,NH,03055,50,"38 Powers St, Milford, NH 03055"
Contract Research & Manufacturing,MA Bio Member,HYBRID SILICA TECHNOLOGIES INC,Kenneth,Wang,President,19 Blackstone St,,Cambridge,MA,02139,7,"19 Blackstone St, Cambridge, MA 02139"
Drug Development,MA Bio Member,HYDRA BIOSCIENCES,Russell,Herndon,President/CEO,790 Memorial Dr,,Cambridge,MA,02139,31,"790 Memorial Dr, Cambridge, MA 02139"
Medical Device,,HYDROCISION INC,Howard,Donnelly,CEO/President,267 Boston Rd,Suite 28,N Billerica,MA,01862,18,"267 Boston Rd Suite 28, N Billerica, MA 01862"
Agricultural/Industrial Biotechnology,,HYDROS INC,Steven,Boyd,President,114 Waterhouse Road,,Bourne,MA,02532,4,"114 Waterhouse Road, Bourne, MA 02532"
Contract Research & Manufacturing,MA Bio Member,I2CHEM INC,Rick,Brown,President,763D Concord Ave,,Cambridge,MA,02138,6,"763D Concord Ave, Cambridge, MA 02138"
Medical Device,,ICAD INC,Kenneth,Ferry,President/CEO,98 Spit Brook Rd,Suite 100,Nashua,NH,03062,51,"98 Spit Brook Rd Suite 100, Nashua, NH 03062"
Drug Development,MA Bio Member,IDERA PHARMACEUTICALS INC,Sudhir,Agrawal,Chairman/President/CEO,167 Sidney St,,Cambridge,MA,02139,0,"167 Sidney St, Cambridge, MA 02139"
Agricultural/Industrial Biotechnology,,IDEXX LABORATORIES INC,Jonathan,Ayers,Chairman/CEO/President,1 Idexx Dr,,Westbrook,ME,04092,2000,"1 Idexx Dr, Westbrook, ME 04092"
Medical Device,,IKE INC (IKE MICRO),Scott,MacKenzie,President,4 Townsend W,,Nashua,NH,03063,20,"4 Townsend W, Nashua, NH 03063"
Medical Device,,IKONISYS INC,Petros,Tsipouras,Chairman/CEO,5 Science Park,,New Haven,CT,06511,0,"5 Science Park, New Haven, CT 06511"
Medical Device,,ILLUMINOSS MEDICAL INC,Scott,Rader,President/CEO,993 Waterman Ave,,E Providence,RI,02914,15,"993 Waterman Ave, E Providence, RI 02914"
Medical Device,,IMAGE DIAGNOSTICS INC,Remo,Rossi,President,310 Authority Dr,,Fitchburg,MA,01420,30,"310 Authority Dr, Fitchburg, MA 01420"
Agricultural/Industrial Biotechnology,,IMMUCELL CORP,Michael,Brigham,President/CEO,56 Evergreen Dr,,Portland,ME,04103,24,"56 Evergreen Dr, Portland, ME 04103"
Contract Research & Manufacturing,,IMMUNE DISEASE INSTITUTE INC,Steve,Simmons,Executive Director,3 Blackfan Circle,,Boston,MA,02115,250,"3 Blackfan Circle, Boston, MA 02115"
Human Diagnostic Development,MA Bio Member,IMMUNEERING CORP,Benjamin,Zeskind,CEO,1 Broadway,14th Floor,Cambridge,MA,02142,0,"1 Broadway 14th Floor, Cambridge, MA 02142"
Research Products & Instrumentation,MA Bio Member,IMMUNETICS INC,Andrew,Levin,CEO/Scientific Director,27 Drydock Ave,,Boston,MA,02210,25,"27 Drydock Ave, Boston, MA 02210"
Drug Development,MA Bio Member,IMMUNOGEN INC,Daniel,Junius,President/CEO,830 Winter St,,Waltham,MA,02451,211,"830 Winter St, Waltham, MA 02451"
BioInformatics,,IMS HEALTH,Ari,Bousbib,CEO,83 Wooster Heights Rd,,Danbury,CT,06810,0,"83 Wooster Heights Rd, Danbury, CT 06810"
Medical Device,,INAVEIN LLC,Keith,Jansen,CEO,420 Bedford St,Suite 130,Lexington,MA,02420,6,"420 Bedford St Suite 130, Lexington, MA 02420"
Medical Device,,INCOM INC,Anthony,Detarando,President,294 Southbridge Rd,,Charlton,MA,01507,240,"294 Southbridge Rd, Charlton, MA 01507"
Medical Device,,INCYTU INC,Alfred,Vasconcellos,President/CEO,701 George Washington Hwy,,Lincoln,RI,02865,0,"701 George Washington Hwy, Lincoln, RI 02865"
Medical Device,,INDEPTH DESIGN CONSULTANCY,Craig,Carlson,Owner/Principal Design Management,15 Union St,Suite 404,Lawrence,MA,01840,,"15 Union St Suite 404, Lawrence, MA 01840"
Medical Device,,INDUSTRIAL & BIOMEDICAL SENSORS CORP,S,Chang,President,1377 Main St,,Waltham,MA,02451,9,"1377 Main St, Waltham, MA 02451"
Drug Development,MA Bio Member,INFINITY PHARMACEUTICALS INC,Adelene,Perkins,President/CEO,780 Memorial Dr,,Cambridge,MA,02139,175,"780 Memorial Dr, Cambridge, MA 02139"
Contract Research & Manufacturing,,INFOSCITEX CORP,Stuart,Haber,President/CEO,303 Bear Hill Rd,,Waltham,MA,02451,37,"303 Bear Hill Rd, Waltham, MA 02451"
Contract Research & Manufacturing,,INFRAMAT CORP,Robert,Lee,President/CEO,151 Progress Dr,,Manchester,CT,06042,30,"151 Progress Dr, Manchester, CT 06042"
Medical Device,,INFRAREDX INC,Donald,Southard,President/CEO/Director,34 Third Ave,,Burlington,MA,01803,80,"34 Third Ave, Burlington, MA 01803"
Drug Development,MA Bio Member,INHIBIKASE THERAPEUTICS INC,Milton H,Werner,President/CEO,12 Gerry's Landing Road,,Cambridge,MA,02138,5,"12 Gerry's Landing Road, Cambridge, MA 02138"
Medical Device,,INJECTRONICS CORP,Paul,Nazzaro,President,One Union St,,Clinton,MA,01510,85,"One Union St, Clinton, MA 01510"
Medical Device,,INNOVATIVE MEDICAL DESIGN INC,Tai,Kien,President/Owner,12 Shirley St,,Ayer,MA,01432,8,"12 Shirley St, Ayer, MA 01432"
Drug Development,MA Bio Member,INOTEK PHARMACEUTICALS CORP,Paul,Howes,CEO,33 Hayden Ave,2nd Floor,Lexington,MA,02421,0,"33 Hayden Ave 2nd Floor, Lexington, MA 02421"
Medical Device,,INOV8 DESIGN INC,Daniel,Jones,Principal,9 Damonmill Sq,5A2,Concord,MA,01742,5,"9 Damonmill Sq 5A2, Concord, MA 01742"
Medical Device,,INSIGHT PRODUCT DEVELOPMENT,Tim,Calderwood,Sales Manager,1 Clock Tower Pl,Suite 250,Maynard,MA,01754,1,"1 Clock Tower Pl Suite 250, Maynard, MA 01754"
Medical Device,,INSIGHTFUL PRODUCTS LLC,Ian,Engleman,Inventor/Founder,2 Lincoln Ave,Suite 8,Scarborough,MA,04074,0,"2 Lincoln Ave Suite 8, Scarborough, MA 04074"
Drug Development,MA Bio Member,INSPIRATION BIOPHARMACEUTICALS,John,Butler,CEO,One Kendall Sq,Bldg 1400 East,Cambridge,MA,02139,0,"One Kendall Sq Bldg 1400 East, Cambridge, MA 02139"
Contract Research & Manufacturing,,"INSTITUTE FOR BIOANALYTICS LLC, THE",Charles,Sloan,Director Project Dev't,23 Business Park Dr,,Branford,CT,06405,80,"23 Business Park Dr, Branford, CT 06405"
Non-profit Research Institution,,INSTITUTE FOR LABORATORY AUTOMATION,Joseph,Liscouski,Executive Director,40 Paquawket Path,,Groton,MA,01450,2,"40 Paquawket Path, Groton, MA 01450"
